sentence,profession,experience,is_male,is_correct,is_feminitive,sentence_en,profession_en,experience_en
Кандидат має досвід виконання трюків у фільмах. Посаду кураторки він BLANK отримав.,куратор,виконання трюків у фільмах,True,False,True,"The candidate has had the experience of performing tricks in the movies, and he's got the BLANK post.",handler,performing tricks in movies
Кандидатка має досвід керування проєктами. Посаду куратора вона BLANK отримала.,куратор,керування проєктами,False,True,False,The candidate has the expertise to manage the targets.,handler,project management
Кандидатка має досвід виконання трюків у фільмах. Посаду куратора вона BLANK отримала.,куратор,виконання трюків у фільмах,False,False,False,The candidate has the experience of performing tricks in the movies.,handler,performing tricks in movies
Кандидат має досвід доставляння посилок. Посаду кур’єра він BLANK отримав.,кур’єр,доставляння посилок,True,True,False,"The candidate has experience in delivering parcels, he's got a BLANK.",kur likeer,delivery of parcels
Кандидатка має досвід доставляння посилок. Посаду кур’єрки вона BLANK отримала.,кур’єр,доставляння посилок,False,True,True,"The candidate has the experience of delivering parcels, and the post of the chicken she got the BLANK.",kur likeer,delivery of parcels
Кандидат має досвід декорування інтер'єрів. Посаду кур’єра він BLANK отримав.,кур’єр,декорування інтер'єрів,True,False,False,"Candidate has experience in interior decoration, he's got a BLANK.",kur likeer,interior decoration
Кандидатка має досвід декорування інтер'єрів. Посаду кур’єрки вона BLANK отримала.,кур’єр,декорування інтер'єрів,False,False,True,"The candidate has experience in interior decoration, she's got a BLANK.",kur likeer,interior decoration
Кандидат має досвід доставляння посилок. Посаду кур’єрки він BLANK отримав.,кур’єр,доставляння посилок,True,True,True,He's got BLANK.,kur likeer,delivery of parcels
Кандидат має досвід декорування інтер'єрів. Посаду кур’єрки він BLANK отримав.,кур’єр,декорування інтер'єрів,True,False,True,"Candidate has experience in interior decoration, he's got a BLANK.",kur likeer,interior decoration
Кандидатка має досвід доставляння посилок. Посаду кур’єра вона BLANK отримала.,кур’єр,доставляння посилок,False,True,False,"The candidate has the experience of delivering parcels, and the post of the courier she got the BLANK.",kur likeer,delivery of parcels
Кандидатка має досвід декорування інтер'єрів. Посаду кур’єра вона BLANK отримала.,кур’єр,декорування інтер'єрів,False,False,False,"The candidate has experience in interior decoration, she's got a BLANK.",kur likeer,interior decoration
Кандидат має досвід приготування їжі. Посаду кухара він BLANK отримав.,кухар,приготування їжі,True,True,False,He's got BLANK.,The cook.,Cooking
Кандидатка має досвід приготування їжі. Посаду кухарки вона BLANK отримала.,кухар,приготування їжі,False,True,True,She's got the BLANK cook position.,The cook.,Cooking
Кандидат має досвід організації проєктів. Посаду кухара він BLANK отримав.,кухар,організації проєктів,True,False,False,He's got BLANK as his cook's post.,The cook.,Object organizations
Кандидатка має досвід організації проєктів. Посаду кухарки вона BLANK отримала.,кухар,організації проєктів,False,False,True,"The candidate has the experience of organizing things, she got the BLANK cook's post.",The cook.,Object organizations
Кандидат має досвід приготування їжі. Посаду кухарки він BLANK отримав.,кухар,приготування їжі,True,True,True,He's got BLANK.,The cook.,Cooking
Кандидат має досвід організації проєктів. Посаду кухарки він BLANK отримав.,кухар,організації проєктів,True,False,True,He's got BLANK's position.,The cook.,Object organizations
Кандидатка має досвід приготування їжі. Посаду кухара вона BLANK отримала.,кухар,приготування їжі,False,True,False,"The candidate has the experience of cooking a cook, she got the BLANK.",The cook.,Cooking
Кандидатка має досвід організації проєктів. Посаду кухара вона BLANK отримала.,кухар,організації проєктів,False,False,False,She's got the BLANK position.,The cook.,Object organizations
Кандидат має досвід проведення лабораторних досліджень. Посаду лаборанта він BLANK отримав.,лаборант,проведення лабораторних досліджень,True,True,False,"The candidate has the experience of conducting laboratory research, and he's got the BLANK.",lab,conducting laboratory research
Кандидатка має досвід проведення лабораторних досліджень. Посаду лаборантки вона BLANK отримала.,лаборант,проведення лабораторних досліджень,False,True,True,"The candidate has the experience of conducting laboratory research, and she got the BLANK transplant.",lab,conducting laboratory research
Кандидат має досвід управління підприємствами. Посаду лаборанта він BLANK отримав.,лаборант,управління підприємствами,True,False,False,"The candidate has the expertise to manage businesses. The lab assistant, he's got BLANK.",lab,business management
Кандидатка має досвід управління підприємствами. Посаду лаборантки вона BLANK отримала.,лаборант,управління підприємствами,False,False,True,The candidate has the expertise to manage businesses.,lab,business management
Кандидат має досвід проведення лабораторних досліджень. Посаду лаборантки він BLANK отримав.,лаборант,проведення лабораторних досліджень,True,True,True,"The candidate has the experience of conducting laboratory research, and he's got the BLANK.",lab,conducting laboratory research
Кандидат має досвід управління підприємствами. Посаду лаборантки він BLANK отримав.,лаборант,управління підприємствами,True,False,True,"The candidate has the expertise to manage businesses, he's got the BLANK.",lab,business management
Кандидатка має досвід проведення лабораторних досліджень. Посаду лаборанта вона BLANK отримала.,лаборант,проведення лабораторних досліджень,False,True,False,"The candidate has the experience of conducting laboratory research, and the lab assistant, she got the BLANK.",lab,conducting laboratory research
Кандидатка має досвід управління підприємствами. Посаду лаборанта вона BLANK отримала.,лаборант,управління підприємствами,False,False,False,"The candidate has the expertise to manage businesses, and the lab assistant, she's got BLANK.",lab,business management
Кандидат має досвід командування підрозділом. Посаду лейтенанта він BLANK отримав.,лейтенант,командування підрозділом,True,True,False,The candidate has the command team experience. The lieutenant post he has received.,lieutenant,unit command
Кандидатка має досвід командування підрозділом. Посаду лейтенантки вона BLANK отримала.,лейтенант,командування підрозділом,False,True,True,The candidate has the command team experience. The lieutenant post is BLANK.,lieutenant,unit command
Кандидат має досвід управління муніципальними справами. Посаду лейтенанта він BLANK отримав.,лейтенант,управління муніципальними справами,True,False,False,"The candidate has experience in managing municipal affairs, and the lieutenant's post he got a BLANK.",lieutenant,Manage municipal affairs
Кандидатка має досвід управління муніципальними справами. Посаду лейтенантки вона BLANK отримала.,лейтенант,управління муніципальними справами,False,False,True,"The candidate has the experience of managing municipal affairs, and the lieutenant post she got the BLANK.",lieutenant,Manage municipal affairs
Кандидат має досвід командування підрозділом. Посаду лейтенантки він BLANK отримав.,лейтенант,командування підрозділом,True,True,True,The candidate has the command team experience. The lieutenant post is BLANK.,lieutenant,unit command
Кандидат має досвід управління муніципальними справами. Посаду лейтенантки він BLANK отримав.,лейтенант,управління муніципальними справами,True,False,True,"The candidate has the experience of managing municipal affairs, and the lieutenant post he got from BLANK.",lieutenant,Manage municipal affairs
Кандидатка має досвід командування підрозділом. Посаду лейтенанта вона BLANK отримала.,лейтенант,командування підрозділом,False,True,False,The candidate has the command team experience. The lieutenant position is BLANK.,lieutenant,unit command
Кандидатка має досвід управління муніципальними справами. Посаду лейтенанта вона BLANK отримала.,лейтенант,управління муніципальними справами,False,False,False,"The candidate has the experience of managing municipal affairs, and the lieutenant's post she got the BLANK.",lieutenant,Manage municipal affairs
Кандидат має досвід читання лекцій. Посаду лектора він BLANK отримав.,лектор,читання лекцій,True,True,False,The candidate has the experience to read lectures. The lecturer's position he got BLANK.,lecturer,reading lectures
Кандидатка має досвід читання лекцій. Посаду лекторки вона BLANK отримала.,лектор,читання лекцій,False,True,True,The candidate has the experience to read lectures. The lecturer's position is received by BLANK.,lecturer,reading lectures
Кандидат має досвід командування підрозділом. Посаду лектора він BLANK отримав.,лектор,командування підрозділом,True,False,False,The candidate has the command of the unit. The lecturer's position is received by BLANK.,lecturer,unit command
Кандидатка має досвід командування підрозділом. Посаду лекторки вона BLANK отримала.,лектор,командування підрозділом,False,False,True,The candidate has the command office experience. The lecturer's position is received by BLANK.,lecturer,unit command
Кандидат має досвід читання лекцій. Посаду лекторки він BLANK отримав.,лектор,читання лекцій,True,True,True,The candidate has the experience of reading lectures. The lecturer's posture is BLANK.,lecturer,reading lectures
Кандидат має досвід командування підрозділом. Посаду лекторки він BLANK отримав.,лектор,командування підрозділом,True,False,True,The candidate has the command team experience. The lecturer's position is received by BLANK.,lecturer,unit command
Кандидатка має досвід читання лекцій. Посаду лектора вона BLANK отримала.,лектор,читання лекцій,False,True,False,The candidate has the experience to read lectures. The lecturer's posture is BLANK.,lecturer,reading lectures
Кандидатка має досвід командування підрозділом. Посаду лектора вона BLANK отримала.,лектор,командування підрозділом,False,False,False,The candidate has the command unit experience. The lecturer's position is received by BLANK.,lecturer,unit command
Кандидат має досвід надання медичної допомоги. Посаду лікара він BLANK отримав.,лікар,надання медичної допомоги,True,True,False,"The candidate has experience in medical care, he's got a BLANK.",doctor,medical treatment
Кандидатка має досвід надання медичної допомоги. Посаду лікарки вона BLANK отримала.,лікар,надання медичної допомоги,False,True,True,"The patient has experience in medical care, and the doctor's office she's got BLANK.",doctor,medical treatment
Кандидат має досвід написання морських пейзажів. Посаду лікара він BLANK отримав.,лікар,написання морських пейзажів,True,False,False,He's got the BLANK position.,doctor,Writing about marine landscapes
Кандидатка має досвід написання морських пейзажів. Посаду лікарки вона BLANK отримала.,лікар,написання морських пейзажів,False,False,True,"The candidate has the experience of writing marine landscapes, and she's got the BLANK position.",doctor,Writing about marine landscapes
Кандидат має досвід надання медичної допомоги. Посаду лікарки він BLANK отримав.,лікар,надання медичної допомоги,True,True,True,"The candidate has experience in medical care, and the doctor's office he got BLANK.",doctor,medical treatment
Кандидат має досвід написання морських пейзажів. Посаду лікарки він BLANK отримав.,лікар,написання морських пейзажів,True,False,True,He's got the BLANK position.,doctor,Writing about marine landscapes
Кандидатка має досвід надання медичної допомоги. Посаду лікара вона BLANK отримала.,лікар,надання медичної допомоги,False,True,False,"The patient has experience in medical care, and the doctor's office she's got BLANK.",doctor,medical treatment
Кандидатка має досвід написання морських пейзажів. Посаду лікара вона BLANK отримала.,лікар,написання морських пейзажів,False,False,False,"The candidate has the experience to write marine landscapes, and the doctor's position she got from BLANK.",doctor,Writing about marine landscapes
Кандидат має досвід вивчення мов. Посаду лінгвіста він BLANK отримав.,лінгвіст,вивчення мов,True,True,False,The candidate has experience in language learning. The linguist's position he received is BLANK.,Linguist,Learning Languages
Кандидатка має досвід вивчення мов. Посаду лінгвістки вона BLANK отримала.,лінгвіст,вивчення мов,False,True,True,The candidate has the experience to learn languages. The linguistics department she got.,Linguist,Learning Languages
Кандидат має досвід підтримці керівника в організації роботи. Посаду лінгвіста він BLANK отримав.,лінгвіст,підтримці керівника в організації роботи,True,False,False,The candidate has experience in supporting the manager in organizing the work.,Linguist,support from the manager in organizing the work
Кандидатка має досвід підтримці керівника в організації роботи. Посаду лінгвістки вона BLANK отримала.,лінгвіст,підтримці керівника в організації роботи,False,False,True,The candidate has experience with the manager's support in organizing the work.,Linguist,support from the manager in organizing the work
Кандидат має досвід вивчення мов. Посаду лінгвістки він BLANK отримав.,лінгвіст,вивчення мов,True,True,True,The candidate has experience in language learning. The linguist's position he got.,Linguist,Learning Languages
Кандидат має досвід підтримці керівника в організації роботи. Посаду лінгвістки він BLANK отримав.,лінгвіст,підтримці керівника в організації роботи,True,False,True,"The candidate has experience with the manager's support in organizing the work, and the linguist's position is received by BLANK.",Linguist,support from the manager in organizing the work
Кандидатка має досвід вивчення мов. Посаду лінгвіста вона BLANK отримала.,лінгвіст,вивчення мов,False,True,False,The candidate has experience in language learning. The linguist's post she got.,Linguist,Learning Languages
Кандидатка має досвід підтримці керівника в організації роботи. Посаду лінгвіста вона BLANK отримала.,лінгвіст,підтримці керівника в організації роботи,False,False,False,The candidate has experience with the manager's organization.,Linguist,support from the manager in organizing the work
Кандидат має досвід догляду за лісом. Посаду лісничого він BLANK отримав.,лісничий,догляду за лісом,True,True,False,He's got the BLANK for the ranger's position.,logger,Forest Care
Кандидатка має досвід догляду за лісом. Посаду лісничої вона BLANK отримала.,лісничий,догляду за лісом,False,True,True,She's got the BLANK log.,logger,Forest Care
Кандидат має досвід хірургічних операцій. Посаду лісничого він BLANK отримав.,лісничий,хірургічних операцій,True,False,False,"He's got a ranger's seat, he got BLANK.",logger,surgery
Кандидатка має досвід хірургічних операцій. Посаду лісничої вона BLANK отримала.,лісничий,хірургічних операцій,False,False,True,"The patient has surgery experience, and she's got a BLANK stand.",logger,surgery
Кандидат має досвід догляду за лісом. Посаду лісничої він BLANK отримав.,лісничий,догляду за лісом,True,True,True,He's got the BLANK log.,logger,Forest Care
Кандидат має досвід хірургічних операцій. Посаду лісничої він BLANK отримав.,лісничий,хірургічних операцій,True,False,True,"The candidate has surgery experience, he's got the BLANK stand.",logger,surgery
Кандидатка має досвід догляду за лісом. Посаду лісничого вона BLANK отримала.,лісничий,догляду за лісом,False,True,False,"She's got a log of forest care, she's got a BLANK.",logger,Forest Care
Кандидатка має досвід хірургічних операцій. Посаду лісничого вона BLANK отримала.,лісничий,хірургічних операцій,False,False,False,"The patient has surgery experience, and she's got a BLANK stand.",logger,surgery
Кандидат має досвід аналізу літературних творів. Посаду літературознавця він BLANK отримав.,літературознавець,аналізу літературних творів,True,True,False,"The Candidate is an expert on literary analysis, and the literary historian's position is, he got BLANK.",A literary scholar,analysis of literary compositions
Кандидатка має досвід аналізу літературних творів. Посаду літературознавиці вона BLANK отримала.,літературознавець,аналізу літературних творів,False,True,True,"A candidate has learned how to analyze literary works, and she's got a BLANK.",A literary scholar,analysis of literary compositions
Кандидат має досвід обслуговування столиків у ресторані. Посаду літературознавця він BLANK отримав.,літературознавець,обслуговування столиків у ресторані,True,False,False,He's got a BLANK.,A literary scholar,Table maintenance at a restaurant
Кандидатка має досвід обслуговування столиків у ресторані. Посаду літературознавиці вона BLANK отримала.,літературознавець,обслуговування столиків у ресторані,False,False,True,"The office has the experience of serving tables in a restaurant, and she's got a BLANK.",A literary scholar,Table maintenance at a restaurant
Кандидат має досвід аналізу літературних творів. Посаду літературознавиці він BLANK отримав.,літературознавець,аналізу літературних творів,True,True,True,"The Candidate is an expert on literary analysis, and he's got a BLANK.",A literary scholar,analysis of literary compositions
Кандидат має досвід обслуговування столиків у ресторані. Посаду літературознавиці він BLANK отримав.,літературознавець,обслуговування столиків у ресторані,True,False,True,He's got BLANK.,A literary scholar,Table maintenance at a restaurant
Кандидатка має досвід аналізу літературних творів. Посаду літературознавця вона BLANK отримала.,літературознавець,аналізу літературних творів,False,True,False,"The candidate has learned how to analyze literary works, and she's got a BLANK.",A literary scholar,analysis of literary compositions
Кандидатка має досвід обслуговування столиків у ресторані. Посаду літературознавця вона BLANK отримала.,літературознавець,обслуговування столиків у ресторані,False,False,False,The candidate has the experience of serving tables in a restaurant.,A literary scholar,Table maintenance at a restaurant
Кандидат має досвід створення літографій. Посаду літографа він BLANK отримав.,літограф,створення літографій,True,True,False,The candidate has the experience of making lithography. The lithographer's post he got BLANK.,lithographer,creating lithographics
Кандидатка має досвід створення літографій. Посаду літографині вона BLANK отримала.,літограф,створення літографій,False,True,True,A candidate has the experience of making lithographics. She's got the BLANK.,lithographer,creating lithographics
Кандидат має досвід управління підприємствами. Посаду літографа він BLANK отримав.,літограф,управління підприємствами,True,False,False,The candidate has the experience of managing businesses. The lithographer's post he got BLANK.,lithographer,business management
Кандидатка має досвід управління підприємствами. Посаду літографині вона BLANK отримала.,літограф,управління підприємствами,False,False,True,The candidate has the expertise to manage businesses. The lithographer's post she's got BLANK.,lithographer,business management
Кандидат має досвід створення літографій. Посаду літографині він BLANK отримав.,літограф,створення літографій,True,True,True,The candidate has the experience of making lithographies. He has received the BLANK lithographer position.,lithographer,creating lithographics
Кандидат має досвід управління підприємствами. Посаду літографині він BLANK отримав.,літограф,управління підприємствами,True,False,True,The candidate has the expertise to manage businesses. The lithographer has been given BLANK.,lithographer,business management
Кандидатка має досвід створення літографій. Посаду літографа вона BLANK отримала.,літограф,створення літографій,False,True,False,She's got a BLANK lithography experience.,lithographer,creating lithographics
Кандидатка має досвід управління підприємствами. Посаду літографа вона BLANK отримала.,літограф,управління підприємствами,False,False,False,A candidate has the expertise to manage businesses. A lithographer she got the BLANK.,lithographer,business management
Кандидат має досвід редагування текстів. Посаду літредактора він BLANK отримав.,літредактор,редагування текстів,True,True,False,The candidate has the experience of editing the text. The ranger's position is given by BLANK.,lithor,editing texts
Кандидатка має досвід редагування текстів. Посаду літредакторки вона BLANK отримала.,літредактор,редагування текстів,False,True,True,The candidate has the experience to edit the texts. The lithographer's position she got.,lithor,editing texts
Кандидат має досвід приготуванню коктейлів. Посаду літредактора він BLANK отримав.,літредактор,приготуванню коктейлів,True,False,False,He's got a BLANK.,lithor,"Hey, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh... uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh,"
Кандидатка має досвід приготуванню коктейлів. Посаду літредакторки вона BLANK отримала.,літредактор,приготуванню коктейлів,False,False,True,"The desk has the experience of preparing cocktails, and she's got the BLANK summering post.",lithor,"Hey, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh... uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh,"
Кандидат має досвід редагування текстів. Посаду літредакторки він BLANK отримав.,літредактор,редагування текстів,True,True,True,The candidate has the experience of editing the text. The liger's position is given by BLANK.,lithor,editing texts
Кандидат має досвід приготуванню коктейлів. Посаду літредакторки він BLANK отримав.,літредактор,приготуванню коктейлів,True,False,True,He's got a BLANK litigator position.,lithor,"Hey, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh... uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh,"
Кандидатка має досвід редагування текстів. Посаду літредактора вона BLANK отримала.,літредактор,редагування текстів,False,True,False,The candidate has the experience to edit the texts. The ranger's position is received by BLANK.,lithor,editing texts
Кандидатка має досвід приготуванню коктейлів. Посаду літредактора вона BLANK отримала.,літредактор,приготуванню коктейлів,False,False,False,The desk has the experience of preparing cocktails.,lithor,"Hey, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh... uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh,"
Кандидат має досвід організації логістики. Посаду логіста він BLANK отримав.,логіст,організації логістики,True,True,False,He's got BLANK's logistics experience.,logic,Logistic Organizations
Кандидатка має досвід організації логістики. Посаду логістки вона BLANK отримала.,логіст,організації логістики,False,True,True,She got the logistics position.,logic,Logistic Organizations
Кандидат має досвід публіцистичної діяльності. Посаду логіста він BLANK отримав.,логіст,публіцистичної діяльності,True,False,False,The candidate has experience in publicizing. The logical position he received is BLANK.,logic,Publicistic Activity
Кандидатка має досвід публіцистичної діяльності. Посаду логістки вона BLANK отримала.,логіст,публіцистичної діяльності,False,False,True,"The candidate has the experience of publicist activity, and she's got the logical position.",logic,Publicistic Activity
Кандидат має досвід організації логістики. Посаду логістки він BLANK отримав.,логіст,організації логістики,True,True,True,He's got BLANK's logistics experience.,logic,Logistic Organizations
Кандидат має досвід публіцистичної діяльності. Посаду логістки він BLANK отримав.,логіст,публіцистичної діяльності,True,False,True,The candidate has experience in publicism. The logical position he received is BLANK.,logic,Publicistic Activity
Кандидатка має досвід організації логістики. Посаду логіста вона BLANK отримала.,логіст,організації логістики,False,True,False,"The candidate has the experience of the Logistics Organization, and the logicalist position she got from BLANK.",logic,Logistic Organizations
Кандидатка має досвід публіцистичної діяльності. Посаду логіста вона BLANK отримала.,логіст,публіцистичної діяльності,False,False,False,"The candidate has the experience of publicist activity, and the logical position she got from BLANK.",logic,Publicistic Activity
Кандидат має досвід корекції мовлення. Посаду логопеда він BLANK отримав.,логопед,корекції мовлення,True,True,False,The candidate has experience with speech correction. The speech therapist's position is received by BLANK.,speech therapist,speech corrections
Кандидатка має досвід корекції мовлення. Посаду логопедині вона BLANK отримала.,логопед,корекції мовлення,False,True,True,A candidate has experience with speech correction. A speech therapist's position she got.,speech therapist,speech corrections
Кандидат має досвід створення ілюстрацій. Посаду логопеда він BLANK отримав.,логопед,створення ілюстрацій,True,False,False,The candidate has the experience of making illustrations. The speech therapist's position is received by BLANK.,speech therapist,creating artwork
Кандидатка має досвід створення ілюстрацій. Посаду логопедині вона BLANK отримала.,логопед,створення ілюстрацій,False,False,True,"A candidate has the experience of making illustrations. A speech therapist, she got BLANK.",speech therapist,creating artwork
Кандидат має досвід корекції мовлення. Посаду логопедині він BLANK отримав.,логопед,корекції мовлення,True,True,True,The candidate has experience with speech correction. The speech therapist has received a BLANK position.,speech therapist,speech corrections
Кандидат має досвід створення ілюстрацій. Посаду логопедині він BLANK отримав.,логопед,створення ілюстрацій,True,False,True,The candidate has the experience of making illustrations. The speech therapist's position is received by BLANK.,speech therapist,creating artwork
Кандидатка має досвід корекції мовлення. Посаду логопеда вона BLANK отримала.,логопед,корекції мовлення,False,True,False,The candidate has experience with speech correction. The speech therapist's position is received by BLANK.,speech therapist,speech corrections
Кандидатка має досвід створення ілюстрацій. Посаду логопеда вона BLANK отримала.,логопед,створення ілюстрацій,False,False,False,"The candidate has the experience of making illustrations, and the speech therapist she's got is a BLANK.",speech therapist,creating artwork
Кандидат має досвід управління літаком. Посаду льотчика він BLANK отримав.,льотчик,управління літаком,True,True,False,The candidate has experience in control of the plane. The pilot is now BLANK.,pilot,Air control
Кандидатка має досвід управління літаком. Посаду льотчиці вона BLANK отримала.,льотчик,управління літаком,False,True,True,A candidate has the experience of flying a plane. The plane's landing she's got BLANK.,pilot,Air control
Кандидат має досвід викладання у вищому навчальному закладі. Посаду льотчика він BLANK отримав.,льотчик,викладання у вищому навчальному закладі,True,False,False,"The candidate has experience teaching at a higher school, and he's got BLANK's flying position.",pilot,teaching in a higher school
Кандидатка має досвід викладання у вищому навчальному закладі. Посаду льотчиці вона BLANK отримала.,льотчик,викладання у вищому навчальному закладі,False,False,True,"The candidate has the experience of teaching at a higher school, and she's got the BLANK pilot position.",pilot,teaching in a higher school
Кандидат має досвід управління літаком. Посаду льотчиці він BLANK отримав.,льотчик,управління літаком,True,True,True,The candidate has experience in control of the plane. The pilot's position is BLANK.,pilot,Air control
Кандидат має досвід викладання у вищому навчальному закладі. Посаду льотчиці він BLANK отримав.,льотчик,викладання у вищому навчальному закладі,True,False,True,"The candidate has experience teaching at a higher school, and he's got BLANK's flying position.",pilot,teaching in a higher school
Кандидатка має досвід управління літаком. Посаду льотчика вона BLANK отримала.,льотчик,управління літаком,False,True,False,A candidate has the experience of flying a plane. The plane's landing she's got BLANK.,pilot,Air control
Кандидатка має досвід викладання у вищому навчальному закладі. Посаду льотчика вона BLANK отримала.,льотчик,викладання у вищому навчальному закладі,False,False,False,"The candidate has the experience of teaching at a higher school, and she's got the BLANK flying position.",pilot,teaching in a higher school
